id,brand_name,latitude,longitude,status,state,city
222-222@63q-ryc-kpv,L,42.797437,-78.746013,Active,new york,orchard park
222-222@63h-s7g-26k,L,39.22773,-83.626788,Active,ohio,hillsboro
222-222@8g6-zsp-8qf,L,33.562115,-83.480478,Active,georgia,madison
222-222@65z-fvd-m49,L,42.160698,-75.891001,Active,new york,binghamton
zzw-222@8dy-swp-q9f,L,29.812444,-90.817533,Active,louisiana,thibodaux
222-222@8sw-thp-bx5,L,28.873982,-96.995795,Active,texas,victoria
223-222@62k-2kn-qs5,L,41.772353,-70.743528,Active,massachusetts,wareham
zzw-222@8f3-gc9-mc5,L,30.599347,-88.164102,Active,alabama,mobile
222-222@63p-6nw-y7q,L,40.322236,-76.565254,Active,pennsylvania,palmyra
222-222@5py-xpr-zfz,L,38.859257,-86.518837,Active,indiana,bedford
zzw-222@63v-cqs-xt9,L,41.311294,-81.525105,Active,ohio,northfield
222-222@63c-y9x-z2k,L,39.005278,-80.234403,Active,west virginia,buckhannon
zzw-222@8fc-8sr-hyv,L,29.556367,-95.259978,Active,texas,pearland
222-222@5s5-h2j-nqz,L,42.910659,-85.585331,Active,michigan,grand rapids
222-222@8gd-n7w-x89,L,32.091303,-81.272158,Active,georgia,pooler
222-222@8sy-23b-qzz,L,27.493593,-97.850184,Active,texas,kingsville
222-222@63v-c35-q4v,L,41.095609,-81.38389,Active,ohio,kent
222-222@5pw-dy9-qs5,L,40.534945,-85.676607,Active,indiana,marion
222-222@629-h9g-sbk,L,41.35517,-74.287519,Active,new york,chester
222-222@8g9-n5b-6ff,L,35.354223,-83.202535,Active,north carolina,sylva
222-222@8dy-5y7-v4v,L,29.986975,-91.853944,Active,louisiana,new iberia
zzw-223@63q-hbg-jy9,L,42.098893,-76.004161,Active,new york,vestal
222-222@8g7-yzc-f4v,L,31.442569,-83.546072,Active,georgia,tifton
222-222@8fc-w5j-54v,L,30.21941,-93.323197,Active,louisiana,sulphur
zzw-222@63v-8p2-jsq,L,41.414764,-82.242336,Active,ohio,lorain
zzw-222@63p-6f4-9cq,L,40.829913,-76.843745,Active,pennsylvania,selinsgrove
222-222@62k-znz-mc5,L,43.908433,-69.904391,Active,maine,brunswick
223-222@63v-7bs-nnq,L,40.845005,-81.948253,Active,ohio,wooster
222-222@63p-trc-6ff,L,40.494815,-78.386859,Active,pennsylvania,altoona
zzw-222@5sc-7jy-x5z,L,44.255948,-88.352184,Active,wisconsin,appleton
zzw-222@5s7-5yz-xdv,L,43.202642,-86.193656,Active,michigan,muskegon
zzw-222@63h-hh6-tsq,L,40.129053,-84.620815,Active,ohio,greenville
222-222@8f3-jdq-bc5,L,30.656688,-87.855312,Active,alabama,daphne
222-222@8f4-v3t-ndv,L,30.396124,-89.087138,Active,mississippi,gulfport
zzw-222@62m-cf4-zfz,L,43.561268,-71.445465,Active,new hampshire,gilford
zzw-222@63t-v46-yd9,L,41.880536,-80.765318,Active,ohio,ashtabula
222-222@629-nbv-j7q,L,41.739529,-74.034286,Active,new york,highland
222-222@63v-v6j-3kf,L,42.057928,-80.086061,Active,pennsylvania,erie
222-222@8gf-rkc-b6k,L,35.705133,-82.576165,Active,north carolina,weaverville
225-223@5xd-8vs-tn5,TVC,45.693918,-121.523114,Active,oregon,hood river
zzw-222@8dj-mrc-vpv,TVC,27.922391,-82.395682,Active,florida,tampa
222-222@8fy-6d4-975,TVC,27.448102,-80.385426,Active,florida,fort pierce
224-223@5z7-5jq-6hq,TVC,36.754018,-120.378235,Active,california,mendota
zzw-228@8fz-sd2-rp9,TVC,26.386892,-80.080102,Active,florida,boca raton
226-222@63g-qqc-2x5,TVC,37.293924,-77.298229,Active,virginia,hopewell
224-223@8fy-4hr-ygk,TVC,27.248487,-80.850496,Active,florida,okeechobee
222-224@5z7-69b-nnq,TVC,36.651974,-120.250675,Active,california,tranquillity
22c-222@65z-h6x-wkz,TVC,43.01688,-75.037091,Active,new york,ilion
222-226@8gp-4jb-kj9,TVC,30.629059,-81.600737,Active,florida,yulee
223-222@8dj-j8q-wkz,TVC,28.524206,-82.298682,Active,florida,brooksville
zzw-222@5xd-h5y-75z,TVC,46.924924,-122.573638,Active,washington,yelm
zzw-223@5x3-32w-v9f,TVC,48.079918,-123.100148,Active,washington,sequim
223-223@5w9-rsn-dsq,TVC,43.982881,-117.239865,Active,oregon,vale
zzy-222@5yz-m5w-qfz,TVC,36.990808,-112.973178,Active,arizona,colorado city
228-222@63v-9rw-kvf,TVC,41.08497,-82.398797,Active,ohio,new london
222-225@64j-2xy-vmk,TVC,37.721254,-76.386841,Active,virginia,kilmarnock
223-223@5w9-tym-bx5,TVC,43.876541,-116.994532,Active,oregon,nyssa
zzw-222@5w8-rhk-xnq,TVC,45.417359,-117.275695,Active,oregon,enterprise
228-222@8gj-6tm-87q,TVC,30.859917,-83.279222,Active,georgia,valdosta
222-224@8g9-wxs-b8v,TVC,36.116227,-84.116324,Active,tennessee,clinton
226-225@5r7-9kw-vfz,TVC,35.431167,-96.298791,Active,oklahoma,okemah
zzy-222@63m-h9f-975,TVC,36.528955,-83.217951,Active,tennessee,sneedville
zzy-222@5r6-trm-dvz,TVC,35.47071,-95.532961,Active,oklahoma,checotah
zzw-222@8sz-v3m-7bk,TVC,29.407138,-98.399131,Active,texas,san antonio
zzw-222@8t8-cmv-q75,TVC,26.182062,-98.115744,Active,texas,alamo
zzw-222@5yw-62r-st9,TVC,39.428957,-119.764122,Active,nevada,reno
zzy-223@5sc-f39-fmk,TVC,42.913488,-88.217113,Active,wisconsin,big bend
223-223@627-tvr-5fz,TVC,41.015066,-74.296886,Active,new jersey,haskell
222-222@5qc-x2m-2tv,TVC,40.363878,-111.783074,Active,utah,american fork
222-226@63v-bn8-n89,TVC,41.62586,-81.429684,Active,ohio,willoughby
zzw-222@8gf-bwk-6tv,TVC,35.240473,-81.34731,Active,north carolina,kings mountain
zzy-222@63s-nsy-j35,TVC,39.280603,-74.575036,Active,new jersey,ocean city
zzw-222@5sh-bcc-zpv,TVC,43.565368,-83.93312,Active,michigan,bay city
227-222@8f4-2j9-r8v,TVC,31.525798,-87.321411,Active,alabama,monroeville
222-223@5sh-bcd-b8v,TVC,43.580092,-83.915403,Active,michigan,bay city
zzw-222@627-vhq-ht9,TVC,41.023237,-74.123088,Active,new jersey,allendale
225-222@5r9-2d7-mtv,TVC,38.481018,-101.358687,Active,kansas,leoti
224-222@5ws-k89-brk,TVC,41.30344,-112.067382,Active,utah,ogden
224-222@65y-s8n-7kf,TVC,42.701875,-74.034435,Active,new york,altamont
224-223@63v-qst-t35,TVC,42.213167,-79.846295,Active,pennsylvania,north east
224-223@5w9-j6b-f75,TVC,43.564704,-116.574026,Active,idaho,nampa
224-222@63s-7qt-9j9,TVC,39.893019,-76.16048,Active,pennsylvania,quarryville
222-223@63s-b5z-k4v,TVC,40.149622,-76.609571,Active,pennsylvania,elizabethtown
222-224@63s-fbw-kmk,TVC,40.222853,-76.107453,Active,pennsylvania,denver
228-222@5pk-s6r-m49,TVC,38.919873,-90.193501,Active,illinois,alton
222-222@5pj-5yg-h89,TVC,38.723952,-90.126853,Active,illinois,granite city
223-222@63q-8zh-r8v,TVC,41.538305,-75.938603,Active,pennsylvania,tunkhannock
224-222@8gj-4mc-h3q,TVC,30.853276,-83.958316,Active,georgia,thomasville
222-223@63p-jpq-qs5,TVC,41.235515,-79.550382,Active,pennsylvania,knox
22b-222@5r7-why-djv,TVC,36.79347,-94.725007,Active,oklahoma,wyandotte
223-222@5r7-rw7-wp9,TVC,35.279172,-95.582514,Active,oklahoma,eufaula
zzy-223@5pc-q65-5xq,TVC,46.259058,-100.231526,Active,north dakota,linton
225-222@5s8-2m8-bx5,TVC,44.961098,-90.938092,Active,wisconsin,stanley
zzw-223@65y-v8r-k9f,TVC,42.675624,-74.499989,Active,new york,cobleskill
223-222@8g8-ckb-xnq,TVC,32.378152,-82.591398,Active,georgia,soperton
223-222@5r7-rz3-py9,TVC,35.12287,-95.368526,Active,oklahoma,quinton
222-222@8f4-vg5-qcq,L,30.309983,-89.380347,Active,mississippi,waveland
zzw-222@8gc-796-x3q,L,32.869217,-79.77864,Active,south carolina,mount pleasant
222-222@8gc-738-rc5,L,32.826737,-79.833405,Active,south carolina,mount pleasant
zzw-222@63d-966-fzz,L,40.614873,-79.189156,Active,pennsylvania,indiana
222-222@66b-ff9-68v,L,44.294212,-71.803617,Active,new hampshire,littleton
224-222@628-djx-g8v,L,40.817413,-75.73334,Active,pennsylvania,lehighton
222-222@5sh-5kn-rc5,L,45.022565,-84.694938,Active,michigan,gaylord
222-222@63d-6j2-h89,L,40.348534,-80.014476,Active,pennsylvania,bethel park
222-222@8g9-hzb-tn5,L,35.519798,-82.958308,Active,north carolina,waynesville
222-222@65y-sxd-fvf,L,42.279701,-73.74988,Active,new york,hudson
222-222@64s-fvt-5j9,L,46.695681,-67.999244,Active,maine,presque isle
222-222@665-cbk-2c5,L,43.201215,-77.920977,Active,new york,brockport
zzw-222@628-j37-d5f,L,40.839443,-74.821415,Active,new jersey,hackettstown
222-222@63k-yfh-2tv,L,36.383857,-81.480884,Active,north carolina,west jefferson
222-222@5s4-t4f-d5f,L,45.347494,-84.974175,Active,michigan,petoskey
222-222@8gg-rqh-hwk,L,35.270453,-82.704555,Active,north carolina,brevard
zzw-222@63p-tgr-rx5,L,40.307072,-78.830426,Active,pennsylvania,johnstown
222-222@8fw-64g-6tv,L,25.475914,-80.450553,Active,florida,homestead
zzw-222@8fz-tkw-4qf,L,26.804331,-80.085614,Active,florida,west palm beach
222-222@8dj-jps-brk,L,27.793221,-82.665217,Active,florida,saint petersburg
zzw-222@62j-srj-v9f,L,42.304802,-71.401016,Active,massachusetts,framingham
222-222@8td-msx-jvz,L,32.93543,-105.962583,Active,new mexico,alamogordo
222-222@8gq-cff-3t9,L,28.823729,-81.798022,Active,florida,leesburg
222-222@63r-q5h-zs5,L,38.485577,-77.972138,Active,virginia,culpeper
zzw-222@8th-b95-qmk,L,34.197657,-110.019489,Active,arizona,show low
zzw-222@8gj-z3s-cnq,L,30.69788,-86.119987,Active,florida,defuniak springs
222-222@63f-973-zj9,L,37.321055,-79.483953,Active,virginia,bedford
222-222@63c-ty8-wzf,L,38.308587,-80.837366,Active,west virginia,summersville
222-222@8gp-4vc-jy9,L,30.619885,-81.51831,Active,florida,fernandina beach
zzw-222@8gg-cvc-sqz,L,35.817918,-80.879588,Active,north carolina,statesville
222-222@5s7-cjk-q4v,L,43.958542,-86.391198,Active,michigan,ludington
222-222@8t8-ctg-f4v,L,26.190926,-98.202405,Active,texas,pharr
zzw-222@62j-rjs-xh5,L,42.741292,-71.195423,Active,new hampshire,salem
222-222@63d-cqy-rx5,L,39.640795,-78.833944,Active,maryland,cumberland
222-222@8gn-9rx-fmk,L,33.166958,-87.554654,Active,alabama,tuscaloosa
zzw-222@8g8-bh6-s5z,L,32.202899,-82.35788,Active,georgia,vidalia
zzw-222@8sr-cqw-fxq,L,28.699343,-100.481233,Active,texas,eagle pass
zzw-222@65z-jq9-6p9,L,43.08035,-75.686809,Active,new york,oneida
222-222@63f-h7s-t5f,L,36.338662,-78.439529,Active,north carolina,henderson
zzw-223@8gg-vp7-hdv,L,34.548425,-82.678911,Active,south carolina,anderson
222-222@8gn-kkm-cbk,L,32.620407,-85.40211,Active,alabama,opelika
222-222@62k-r84-p7q,L,42.394913,-71.592482,Active,massachusetts,hudson
zzw-222@63v-bn8-nbk,L,41.62503,-81.428571,Active,ohio,willoughby
zzw-222@63q-b2m-2kz,L,41.241722,-75.838028,Active,pennsylvania,wilkes barre
zzw-222@8g6-tsg-j7q,L,32.882872,-83.762234,Active,georgia,macon
222-222@5qt-m82-6x5,L,34.621446,-98.44692,Active,oklahoma,lawton
zzw-222@5w9-j7q-z2k,L,43.604121,-116.597404,Active,idaho,nampa
222-222@8gh-tnj-kxq,L,31.332283,-85.86081,Active,alabama,enterprise
222-222@5pk-s6s-6rk,L,38.917408,-90.168486,Active,illinois,alton
zzy-222@8gb-262-tjv,L,34.792225,-84.959977,Active,georgia,dalton
222-222@5ps-mmm-gp9,L,35.248104,-91.684234,Active,arkansas,searcy
222-222@5r7-7nj-qj9,L,35.467287,-94.353722,Active,arkansas,van buren
222-222@8gg-r84-4y9,L,34.825362,-82.576407,Active,south carolina,easley
222-222@8gj-4mk-4sq,L,30.83937,-83.946821,Active,georgia,thomasville
222-222@8g6-q3d-9xq,L,33.10227,-83.246861,Active,georgia,milledgeville
zzy-222@8f3-nxy-2p9,L,30.368796,-87.680236,Active,alabama,foley
222-222@8g8-8mc-tvz,L,32.064292,-84.200028,Active,georgia,americus
222-222@5pp-mb7-vj9,L,38.777561,-93.738383,Active,missouri,warrensburg
zzw-222@8fb-5n8-bzf,L,30.708291,-94.951202,Active,texas,livingston
222-222@8dj-jsc-jjv,L,27.896105,-82.792562,Active,florida,largo
222-222@647-5gy-p7q,L,35.744612,-78.876017,Active,north carolina,apex
222-222@8fw-322-435,L,26.16563,-80.258147,Active,florida,fort lauderdale
zzw-222@8fz-rx3-rff,L,26.709288,-80.11498,Active,florida,west palm beach
222-222@5py-28n-jn5,L,36.695678,-86.568555,Active,kentucky,franklin
222-222@8dg-kqx-v2k,L,26.610133,-81.808752,Active,florida,fort myers
222-222@8sc-xqr-9mk,L,32.667473,-114.621197,Active,arizona,yuma
222-222@63p-dbk-4d9,L,41.260078,-76.921136,Active,pennsylvania,montoursville
222-222@8fy-8jn-jvz,L,28.448479,-81.421872,Active,florida,orlando
zzw-222@5s6-gb3-btv,L,42.24284,-85.593098,Active,michigan,portage
zzw-222@8gp-3pk-zpv,L,30.332131,-81.54933,Active,florida,jacksonville
222-222@8gp-45z-n3q,L,30.222206,-81.588417,Active,florida,jacksonville
zzw-222@5pw-39z-45f,L,41.155094,-87.847888,Active,illinois,bradley
222-222@8gb-4jk-d35,L,34.659705,-84.48703,Active,georgia,ellijay
zzw-222@63d-75z-2ff,L,40.387898,-80.095169,Active,pennsylvania,carnegie
222-222@8gg-95h-s5z,L,36.484469,-80.616164,Active,north carolina,mount airy
222-222@8t8-cs6-2zf,L,26.302931,-98.193022,Active,texas,edinburg
zzw-222@5nw-9n8-rkz,L,43.526578,-96.78492,Active,south dakota,sioux falls
226-222@8dj-jrn-5j9,L,28.016719,-82.740189,Active,florida,clearwater
zzw-222@8gm-nsj-j35,L,34.642394,-86.569272,Active,alabama,huntsville
222-222@8sz-tmw-gx5,L,29.595551,-98.280511,Active,texas,schertz
222-222@8gp-3qc-kpv,L,30.321748,-81.467668,Active,florida,jacksonville
222-222@8dj-hfj-bx5,L,27.998883,-81.926793,Active,florida,lakeland
zzw-222@8fy-83q-xh5,L,28.550158,-81.503054,Active,florida,orlando
zzw-222@63k-rp7-fcq,L,37.296664,-83.217435,Active,kentucky,hazard
222-222@8gn-zxc-swk,L,30.315762,-81.733979,Active,florida,jacksonville
zzy-222@8dj-gr4-99f,L,28.087217,-81.976055,Active,florida,lakeland
222-222@63v-6kz-wkz,L,41.460121,-81.847711,Active,ohio,rocky river
222-222@63j-tkx-cqz,L,40.398804,-82.451837,Active,ohio,mount vernon
222-222@8f5-7pp-kfz,L,30.388208,-87.063578,Active,florida,gulf breeze
zzw-222@628-w8h-94v,L,41.61199,-72.904375,Active,connecticut,southington
222-222@63j-bm8-mhq,L,39.083454,-84.878671,Active,indiana,lawrenceburg
zzw-222@63p-w6x-fmk,L,40.585599,-77.601695,Active,pennsylvania,lewistown
222-222@8g8-zvz-rp9,L,35.203905,-84.850893,Active,tennessee,cleveland
zzw-222@8fw-2yx-dvz,L,26.110229,-80.303711,Active,florida,fort lauderdale
zzw-222@8fy-85v-6hq,L,28.545027,-81.206098,Active,florida,orlando
zzw-222@8dj-jyt-3nq,L,28.034738,-82.644151,Active,florida,tampa
222-222@8t8-cqz-s5z,L,26.254786,-98.218386,Active,texas,mcallen
222-222@8fy-d2v-q2k,L,28.158632,-81.442478,Active,florida,kissimmee
zzw-222@63m-5bk-45f,L,37.060045,-81.749899,Active,virginia,pounding mill
zzw-222@8gp-bf9-t35,L,31.484908,-82.845409,Active,georgia,douglas
222-222@8fc-erj-6p9,L,30.562449,-96.257062,Active,texas,college station
222-222@8gp-47t-hqz,L,30.167258,-81.604258,Active,florida,jacksonville
zzw-222@8gg-vsd-6hq,L,34.69062,-82.787139,Active,south carolina,central
zzw-222@8gd-p53-kpv,L,32.43057,-81.755211,Active,georgia,statesboro
zzw-222@8gg-9r5-mc5,L,35.752608,-81.333746,Active,north carolina,hickory
222-222@63v-c9m-3yv,L,40.978354,-81.489743,Active,ohio,akron
zzw-222@63f-thn-hyv,L,36.957194,-81.102275,Active,virginia,wytheville
222-222@5pz-gw4-yqf,L,40.811955,-91.149114,Active,iowa,burlington
zzw-222@628-rpm-x5z,L,40.296371,-74.056609,Active,new jersey,eatontown
222-222@8t8-cxp-5pv,L,26.175237,-97.981992,Active,texas,weslaco
222-222@8dg-ggg-v2k,L,26.526173,-81.873126,Active,florida,fort myers
zzw-222@8fz-s9r-gp9,L,26.513007,-80.075481,Active,florida,boynton beach
223-222@628-xgw-dsq,L,41.313848,-73.058793,Active,connecticut,derby
222-222@63p-6tn-975,L,40.31043,-76.426948,Active,pennsylvania,lebanon
zzw-222@8fy-8nt-28v,L,28.387903,-81.248129,Active,florida,orlando
222-222@5s8-chs-pgk,L,44.892163,-93.081935,Active,minnesota,saint paul
zzw-222@8dg-gx8-c3q,L,26.221819,-81.770751,Active,florida,naples
222-222@8gk-yjz-ty9,L,33.230676,-86.804968,Active,alabama,alabaster
zzw-222@8f4-639-qzz,L,30.600926,-87.109376,Active,florida,milton
222-222@646-xmr-zxq,L,35.325155,-78.646032,Active,north carolina,erwin
222-222@63f-ykx-r6k,L,37.150834,-80.586685,Active,virginia,radford
zzw-222@8f3-xbc-tgk,L,31.320071,-89.374386,Active,mississippi,hattiesburg
222-222@63k-xp9-dn5,L,36.710676,-81.931711,Active,virginia,abingdon
222-222@63r-dp9-gx5,L,38.078327,-75.559544,Active,maryland,pocomoke city
223-222@63d-6y8-gkz,L,40.346047,-79.948983,Active,pennsylvania,west mifflin
222-222@62m-d7s-89z,L,43.212986,-71.52926,Active,new hampshire,concord
zzw-222@8gf-pgr-qs5,L,35.898904,-81.518668,Active,north carolina,lenoir
222-222@63g-86z-d7q,L,36.413035,-79.939089,Active,north carolina,mayodan
222-222@5p9-jcm-975,L,42.455048,-92.34955,Active,iowa,waterloo
zzw-222@8gg-jbw-4qf,L,34.001602,-81.214363,Active,south carolina,lexington
222-223@8dj-f8n-gtv,L,28.06332,-82.501336,Active,florida,tampa
222-222@5pq-qfx-vpv,L,39.77427,-93.542953,Active,missouri,chillicothe
zzw-222@5zb-vdf-b8v,L,33.44011,-112.559274,Active,arizona,buckeye
222-223@8t2-fkf-2ff,L,30.364668,-97.741201,Active,texas,austin
222-222@8fc-pbn-wff,L,30.139223,-96.397913,Active,texas,brenham
zzw-222@629-36r-syv,L,41.603754,-72.697511,Active,connecticut,cromwell
223-222@8f4-5vk-ks5,L,30.433623,-87.271206,Active,florida,pensacola
zzw-222@8f3-r9j-w6k,L,31.353854,-89.237978,Active,mississippi,petal
zzw-222@629-3qh-qxq,L,41.808769,-72.553623,Active,connecticut,manchester
zzw-222@62j-sds-st9,L,42.505704,-71.128372,Active,massachusetts,woburn
222-222@62k-jbr-92k,L,41.980374,-71.506765,Active,rhode island,north smithfield
zzw-223@8fx-yv7-cyv,L,27.640983,-80.45241,Active,florida,vero beach
zzw-222@5q2-bfr-k9f,L,39.72118,-91.39866,Active,missouri,hannibal
zzw-222@63v-b9w-z75,L,41.42336,-81.736584,Active,ohio,cleveland
222-222@8dj-dsn-wff,L,28.113475,-82.380105,Active,florida,tampa
222-222@63q-5rw-d7q,L,42.956757,-76.546049,Active,new york,auburn
222-222@8gg-jd5-sqz,L,33.908783,-81.229753,Active,south carolina,lexington
zzw-222@646-vs3-ghq,L,35.099495,-77.088645,Active,north carolina,new bern
222-222@5pt-chy-66k,L,36.613929,-93.228139,Active,missouri,hollister
zzw-222@628-z6s-y7q,L,41.418234,-73.416417,Active,connecticut,danbury
zzw-222@63r-jjf-v75,L,38.570624,-75.287554,Active,delaware,millsboro
222-222@5sb-94k-8sq,L,42.270543,-88.977585,Active,illinois,rockford
zzw-222@5q2-xcc-bzf,L,41.561458,-90.524224,Active,iowa,davenport
223-222@63j-kdk-8d9,L,40.58379,-83.080085,Active,ohio,marion
zzw-222@8gf-dmf-bkz,L,35.121341,-81.086818,Active,south carolina,clover
222-222@8fw-5jc-dd9,L,25.682787,-80.41542,Active,florida,miami
222-222@8gq-59x-kzz,L,29.150653,-82.181302,Active,florida,ocala
zzw-222@8gq-5cj-p9z,L,29.094038,-82.246747,Active,florida,ocala
